Diseases,Temperature,Weather,Region_Type,Air_Quality,Water_Quality,Humidity,time_delay,Risk_percent
Dimorphic hemmorhoids(piles),2,21,17,6,4,2,30,36
Heart attack,3,27,8,4,6,3,28,34
Varicose veins,2,20,11,5,5,2,30,36
Hypothyroidism,1,22,15,4,6,3,28,26
Hyperthyroidism,3,21,7,6,4,1,30,34
Hypoglycemia,2,20,11,5,5,3,28,28
Osteoarthristis,1,25,15,4,6,1,29,30
Arthritis,3,27,18,6,4,2,28,29
(vertigo) Paroymsal  Positional Vertigo,2,23,8,5,5,3,30,30
Acne,3,25,7,4,4,2,29,37
Urinary tract infection,2,19,8,6,5,3,28,30
Psoriasis,1,25,14,4,4,2,29,26
Impetigo,2,23,17,6,5,1,28,48
Fungal infection,1,26,14,4,6,2,30,11
Allergy,3,21,8,5,5,1,29,37
GERD,2,20,16,6,6,3,28,22
Chronic cholestasis,3,19,12,5,5,1,30,43
Drug Reaction,2,27,11,4,4,2,28,20
Peptic ulcer diseae,3,19,14,6,6,3,29,34
AIDS,2,20,10,5,4,1,28,28
Diabetes ,1,19,7,6,6,3,29,31
Gastroenteritis,3,23,14,5,4,2,28,22
Bronchial Asthma,1,21,18,6,6,3,29,52
Hypertension ,2,19,8,5,4,2,28,22
Migraine,3,25,7,4,5,1,30,37
Cervical spondylosis,2,20,17,5,6,3,28,22
Paralysis (brain hemorrhage),3,27,13,6,5,1,30,30
Jaundice,2,26,16,4,6,2,29,22
Malaria,1,21,14,5,5,1,28,77
Chicken pox,2,19,12,6,6,2,30,31
Dengue,1,22,14,5,5,3,29,95
Typhoid,3,20,18,6,6,1,28,31
hepatitis A,1,24,8,5,5,3,30,40
Hepatitis B,2,20,7,6,6,2,28,28
Hepatitis C,3,23,14,5,4,3,30,29
Hepatitis D,2,24,12,4,6,2,28,22
Hepatitis E,1,25,13,6,5,3,29,36
Alcoholic hepatitis,3,24,17,4,6,1,28,29
Tuberculosis,1,25,12,5,4,3,29,26
Common Cold,2,23,7,4,5,2,30,7
Pneumonia,1,25,18,6,4,3,29,28
Dimorphic hemmorhoids(piles),3,27,8,4,5,2,30,36
Heart attack,1,21,12,6,6,3,29,22
Varicose veins,2,20,15,5,5,1,28,31
Hypothyroidism,1,25,9,6,4,3,30,29
Hyperthyroidism,2,21,13,4,5,1,28,43
Hypoglycemia,1,25,16,6,4,2,29,29
Osteoarthristis,2,26,15,4,6,1,30,36
Arthritis,3,27,10,6,5,2,29,22
(vertigo) Paroymsal  Positional Vertigo,1,23,11,4,6,3,28,30
Acne,2,22,12,6,5,2,30,22
Urinary tract infection,1,20,14,5,6,3,28,34
Psoriasis,2,24,18,6,4,2,29,22
Impetigo,1,21,12,4,6,1,30,24
Fungal infection,2,27,8,5,5,3,29,20
Allergy,1,22,16,4,4,2,30,31
GERD,2,25,17,6,5,1,28,24
Chronic cholestasis,3,27,13,5,6,3,30,36
Drug Reaction,2,21,7,4,5,1,29,24
Peptic ulcer diseae,1,27,9,5,4,2,28,26
AIDS,3,21,16,4,6,3,30,29
Diabetes ,1,20,10,6,5,1,28,36
Gastroenteritis,2,19,16,5,6,2,29,28
Bronchial Asthma,1,25,9,6,4,3,28,22
Hypertension ,3,21,13,5,6,2,30,43
Migraine,2,22,9,6,4,3,29,29
Cervical spondylosis,3,26,10,5,5,2,30,28
Paralysis (brain hemorrhage),2,20,14,6,4,1,28,24
Jaundice,3,23,13,5,6,2,30,34
Malaria,2,24,7,4,5,1,29,92
Chicken pox,3,20,17,6,6,2,30,22
Dengue,2,26,7,4,4,3,28,94
Typhoid,3,27,8,5,6,2,30,33
hepatitis A,1,23,14,4,4,3,28,34
Hepatitis B,2,27,11,6,5,2,30,30
Hepatitis C,3,23,8,4,4,1,28,29
Hepatitis D,1,27,10,5,6,3,30,20
Hepatitis E,2,25,13,4,5,2,29,40
Alcoholic hepatitis,3,19,12,6,4,1,30,24
Tuberculosis,2,24,17,5,5,3,28,30
Common Cold,1,27,11,4,6,1,30,7
Pneumonia,2,25,8,5,5,3,28,26
Dimorphic hemmorhoids(piles),3,22,16,4,4,1,30,43
Heart attack,1,25,14,5,5,3,28,26
Varicose veins,3,23,18,6,4,2,30,37
Hypothyroidism,1,22,8,4,5,3,29,30
Hyperthyroidism,2,25,18,5,6,2,30,29
Hypoglycemia,1,21,15,6,5,1,28,30
Osteoarthristis,3,25,14,4,4,2,30,34
Arthritis,1,21,18,6,5,3,28,33
(vertigo) Paroymsal  Positional Vertigo,3,26,17,4,4,1,30,28
Acne,1,19,15,5,5,3,28,40
Urinary tract infection,3,25,10,6,4,1,30,26
Psoriasis,1,21,15,4,5,3,29,44
Impetigo,3,22,17,6,6,1,30,22
Fungal infection,1,19,16,4,5,3,29,17
Allergy,2,22,13,6,6,1,30,24
GERD,3,27,15,4,5,3,28,48
Chronic cholestasis,1,21,10,6,6,1,29,20
Drug Reaction,3,27,14,5,5,2,30,48
Peptic ulcer diseae,1,21,18,6,4,1,28,22
AIDS,2,26,9,4,6,2,30,31
Diabetes ,3,27,15,5,5,3,29,33
Gastroenteritis,1,22,13,6,4,1,28,26
Bronchial Asthma,3,19,12,4,6,2,29,31
Hypertension ,1,23,9,6,5,1,28,22
Migraine,2,19,17,5,4,3,30,37
Cervical spondylosis,3,25,8,4,6,2,29,22
Paralysis (brain hemorrhage),2,26,16,6,4,3,28,31
Jaundice,3,24,13,4,6,1,29,24
Malaria,2,22,16,5,4,2,28,55
Chicken pox,3,21,8,4,6,3,30,41
Dengue,2,26,7,6,4,2,28,55
Typhoid,3,21,11,4,6,3,29,26
hepatitis A,1,24,18,6,4,2,28,20
Hepatitis B,2,20,11,5,6,3,29,34
Hepatitis C,3,22,10,4,4,1,30,20
Hepatitis D,1,25,16,5,5,3,29,33
Hepatitis E,2,27,15,6,6,2,30,24
Alcoholic hepatitis,3,19,13,5,4,3,29,31
Tuberculosis,2,24,15,4,6,1,28,26
Common Cold,3,19,8,5,4,2,29,8
Pneumonia,1,25,11,6,6,3,30,33
Dimorphic hemmorhoids(piles),3,26,12,4,4,1,29,31
Heart attack,2,19,14,6,5,2,28,36
Varicose veins,3,23,15,5,4,1,30,28
Hypothyroidism,2,21,7,6,6,3,29,24
Hyperthyroidism,1,20,16,4,4,2,30,34
Hypoglycemia,2,23,13,6,5,3,28,30
Osteoarthristis,3,19,10,4,6,2,29,28
Arthritis,2,27,18,5,5,3,30,33
(vertigo) Paroymsal  Positional Vertigo,3,26,11,6,4,2,28,24
Acne,1,25,17,4,6,3,30,40
Urinary tract infection,2,23,7,6,5,2,28,24
Psoriasis,1,27,15,5,6,3,30,36
Impetigo,2,26,11,4,4,2,28,26
Fungal infection,1,24,10,5,5,1,30,24
Allergy,2,22,14,6,6,3,28,29
GERD,3,27,15,5,5,1,30,28
Chronic cholestasis,2,24,14,6,6,2,29,34
Drug Reaction,3,25,10,4,4,1,28,30
Peptic ulcer diseae,1,20,11,5,6,2,29,31
AIDS,2,22,18,4,4,3,28,40
Diabetes ,1,25,16,6,6,1,30,22
Gastroenteritis,2,20,10,4,4,3,29,31
Bronchial Asthma,1,26,13,5,5,1,28,36
Hypertension ,3,19,11,4,6,3,29,31
Migraine,1,22,14,6,4,2,30,33
Cervical spondylosis,3,27,18,4,6,1,29,24
Paralysis (brain hemorrhage),1,26,15,5,4,3,28,34
Jaundice,3,25,11,6,6,1,30,22
Malaria,2,20,9,4,5,2,28,95
Chicken pox,1,27,13,5,4,1,30,20
Dengue,3,24,15,4,6,2,28,87
Typhoid,2,21,7,6,5,1,30,31
hepatitis A,1,26,16,4,6,2,29,24
Hepatitis B,3,20,12,5,4,1,30,31
Hepatitis C,2,23,8,4,5,3,29,28
Hepatitis D,1,26,15,6,6,2,28,30
Hepatitis E,2,27,8,4,5,3,30,34
Alcoholic hepatitis,3,25,9,6,4,1,29,22
Tuberculosis,2,19,10,4,5,3,30,43
Common Cold,1,22,11,6,6,2,28,5
Pneumonia,3,27,16,4,5,3,29,29
Dimorphic hemmorhoids(piles),1,22,9,5,4,2,28,26
Heart attack,3,26,16,4,5,3,30,26
Varicose veins,2,22,13,5,4,1,29,24
Hypothyroidism,3,26,15,4,5,3,28,34
Hyperthyroidism,2,24,17,6,4,1,29,36
Hypoglycemia,3,25,7,5,5,3,28,28
Osteoarthristis,1,27,16,4,4,2,29,44
Arthritis,3,20,15,5,5,1,30,24
(vertigo) Paroymsal  Positional Vertigo,1,26,12,4,4,2,29,37
Acne,3,19,14,6,5,1,30,24
Urinary tract infection,1,26,12,4,4,2,29,33
Psoriasis,2,20,18,5,5,1,28,28
Impetigo,3,21,16,4,6,3,30,36
Fungal infection,2,24,17,5,4,1,28,12
Allergy,3,22,12,4,5,2,29,36
GERD,2,24,15,5,4,3,30,29
Chronic cholestasis,3,20,9,6,6,2,29,36
Drug Reaction,2,25,17,4,5,3,28,26
Peptic ulcer diseae,1,26,16,5,6,2,30,48
AIDS,3,20,15,6,4,3,29,26
Diabetes ,1,23,10,4,5,1,28,40
Gastroenteritis,3,19,12,6,4,2,30,31
Bronchial Asthma,1,25,10,4,5,1,28,24
Hypertension ,2,27,12,6,4,3,30,26
Migraine,3,19,17,4,5,1,29,26
Cervical spondylosis,1,22,10,5,4,2,28,31
Paralysis (brain hemorrhage),3,26,18,6,6,3,30,26
Jaundice,1,23,11,5,4,1,28,36
Malaria,2,20,12,6,5,2,29,66
Chicken pox,3,27,7,5,6,3,28,43
Dengue,2,22,15,6,4,2,30,79
Typhoid,1,27,10,5,5,1,28,48
hepatitis A,3,20,7,6,6,2,30,20
Hepatitis B,1,27,16,5,5,3,29,52
Hepatitis C,3,20,9,6,4,1,30,22
Hepatitis D,1,25,16,5,6,2,28,41
Hepatitis E,2,26,15,6,5,3,30,28
Alcoholic hepatitis,1,24,8,5,4,2,28,34
Tuberculosis,2,19,11,6,6,1,30,30
Common Cold,3,22,16,5,5,3,28,10
Pneumonia,2,25,8,6,4,2,29,28
Dimorphic hemmorhoids(piles),1,20,13,5,6,3,28,37
Heart attack,2,26,12,4,5,1,29,24
Varicose veins,1,25,16,6,6,2,30,40
Hypothyroidism,2,26,13,4,4,3,28,20
Hyperthyroidism,1,23,17,6,5,2,30,34
Hypoglycemia,2,24,15,5,4,1,28,28
Osteoarthristis,3,19,11,6,5,2,29,34
Arthritis,2,25,16,4,4,1,28,26
(vertigo) Paroymsal  Positional Vertigo,3,26,12,6,5,2,29,31
Acne,1,20,9,4,6,1,28,40
Urinary tract infection,2,21,10,6,4,2,30,28
Psoriasis,1,23,18,5,5,3,29,33
Impetigo,3,19,7,4,4,1,28,31
Fungal infection,1,23,13,5,6,2,29,14
Allergy,2,20,10,6,5,1,28,31
GERD,3,25,13,4,6,2,30,36
Chronic cholestasis,1,24,11,6,4,3,28,26
Drug Reaction,2,23,17,5,5,2,29,24
Peptic ulcer diseae,3,21,18,4,4,3,28,36
AIDS,1,25,13,5,5,2,30,31
Diabetes ,3,26,12,4,6,1,29,28
Gastroenteritis,2,20,10,5,5,2,28,34
Bronchial Asthma,1,19,9,4,6,1,30,28
Hypertension ,2,24,8,6,5,3,29,29
Migraine,3,20,14,4,4,2,28,22
Cervical spondylosis,1,21,16,6,5,1,30,31
Paralysis (brain hemorrhage),2,23,14,5,6,2,28,24
Jaundice,3,25,13,6,4,3,30,26
Malaria,1,26,14,4,5,2,28,95
Chicken pox,3,27,7,6,4,1,29,20
Dengue,2,25,18,5,6,3,28,95
Typhoid,1,22,11,6,5,1,29,24
hepatitis A,3,24,12,5,6,3,30,37
Hepatitis B,1,21,16,4,5,1,29,30
Hepatitis C,3,24,18,5,6,3,30,31
Hepatitis D,1,22,12,4,5,1,29,24
Hepatitis E,3,27,13,5,6,2,30,40
Alcoholic hepatitis,2,25,16,6,4,3,28,22
Tuberculosis,1,27,9,4,5,2,30,29
Common Cold,2,23,16,5,6,3,29,9
Pneumonia,3,24,8,4,5,1,28,24
Dimorphic hemmorhoids(piles),2,19,17,5,4,3,29,52
Heart attack,1,21,13,4,5,1,28,22
Varicose veins,2,27,14,5,4,2,29,30
Hypothyroidism,1,21,16,4,6,1,30,34
Hyperthyroidism,3,26,18,5,5,2,28,22
Hypoglycemia,1,27,13,4,4,1,30,31
Osteoarthristis,3,20,17,6,5,3,28,24
Arthritis,1,19,7,5,6,1,29,52
(vertigo) Paroymsal  Positional Vertigo,2,22,15,4,5,2,28,24
Acne,3,19,13,5,6,1,29,31
Urinary tract infection,2,20,7,4,4,2,30,22
Psoriasis,1,27,15,6,6,1,28,40
Impetigo,2,25,16,5,5,2,30,31
Fungal infection,1,20,11,6,4,3,28,18
Allergy,2,21,8,4,5,1,29,31
GERD,1,22,11,5,4,3,28,33
Chronic cholestasis,2,26,14,4,5,1,29,29
Drug Reaction,3,23,9,6,4,2,30,43
Peptic ulcer diseae,1,19,13,4,5,3,28,29
AIDS,2,21,16,5,6,2,30,34
Diabetes ,3,20,11,4,5,1,29,36
Gastroenteritis,2,27,8,6,6,3,28,28
Bronchial Asthma,1,26,7,4,4,1,30,31
Hypertension ,2,22,14,6,6,3,29,40
Migraine,3,23,8,5,5,1,30,26
Cervical spondylosis,2,22,12,4,4,2,29,31
Paralysis (brain hemorrhage),3,25,11,5,6,1,30,26
Jaundice,1,20,13,4,4,2,28,31
Malaria,3,24,18,5,6,1,30,70
Chicken pox,1,27,13,6,5,2,28,34
Dengue,2,23,7,5,6,3,29,79
Typhoid,1,27,15,6,5,2,28,28
hepatitis A,3,21,8,5,6,1,30,34
Hepatitis B,1,22,15,6,4,3,28,20
Hepatitis C,2,25,7,5,6,2,29,34
Hepatitis D,3,19,8,4,4,1,28,26
Hepatitis E,1,20,15,5,6,2,29,36
Alcoholic hepatitis,2,19,8,6,5,1,28,24
Tuberculosis,3,21,10,5,4,2,29,24
Common Cold,1,20,15,6,6,3,28,9
Pneumonia,2,24,7,5,5,1,30,29
Dimorphic hemmorhoids(piles),3,19,12,6,6,2,28,28
Heart attack,2,24,16,5,5,3,29,29
Varicose veins,3,22,9,6,6,1,28,31
Hypothyroidism,1,24,7,4,4,3,30,26
Hyperthyroidism,3,26,10,6,6,2,29,26
Hypoglycemia,2,22,14,5,5,1,30,29
Osteoarthristis,1,24,18,4,4,2,29,43
Arthritis,2,27,10,5,5,1,30,26
(vertigo) Paroymsal  Positional Vertigo,3,26,18,6,4,2,29,34
Acne,1,22,10,4,5,3,30,24
Urinary tract infection,3,27,8,5,4,2,29,48
Psoriasis,1,24,9,6,6,1,30,26
Impetigo,3,22,17,4,5,2,29,24
Fungal infection,1,23,8,6,6,1,30,15
Allergy,3,25,7,5,4,3,29,24
GERD,1,23,14,4,6,2,28,36
Chronic cholestasis,2,21,8,6,4,3,29,34
Drug Reaction,1,22,12,5,6,2,30,26
Peptic ulcer diseae,2,23,16,6,5,1,28,43
AIDS,1,27,14,4,6,3,29,31
Diabetes ,3,20,10,5,5,1,28,28
Gastroenteritis,1,23,12,6,6,3,30,31
Bronchial Asthma,3,24,17,5,4,2,28,36
Hypertension ,2,19,11,4,6,1,30,28
Migraine,1,22,12,6,4,3,29,22
Cervical spondylosis,3,21,7,4,6,2,30,29
Paralysis (brain hemorrhage),1,27,17,6,4,3,28,33
Jaundice,3,25,12,4,6,1,29,28
Malaria,1,21,18,5,5,3,28,66
Chicken pox,3,23,11,6,6,2,29,26
Dengue,1,26,18,4,4,3,30,95
Typhoid,3,25,9,5,5,1,28,22
hepatitis A,1,21,14,4,4,2,29,24
Hepatitis B,2,23,9,5,6,3,28,36
Hepatitis C,1,21,7,6,4,2,29,28
Hepatitis D,2,19,8,4,6,1,30,22
Hepatitis E,3,27,9,5,4,2,28,40
Alcoholic hepatitis,2,22,16,4,6,1,29,24
Tuberculosis,1,19,17,6,5,3,28,24
Common Cold,2,26,16,4,4,2,30,6
Pneumonia,1,27,14,6,6,3,28,30
Dimorphic hemmorhoids(piles),3,21,12,5,5,2,29,22
Heart attack,1,22,17,4,6,3,28,26
Varicose veins,3,26,8,6,4,2,29,26
Hypothyroidism,2,25,17,4,6,1,30,43
Hyperthyroidism,1,21,12,5,4,3,28,26
Hypoglycemia,3,26,11,4,6,2,30,24
Osteoarthristis,1,23,9,6,5,3,29,28
Arthritis,3,21,13,5,4,2,28,26
(vertigo) Paroymsal  Positional Vertigo,2,22,9,6,6,1,30,28
Acne,3,26,17,4,4,2,29,22
Urinary tract infection,1,24,10,5,6,1,30,44
Psoriasis,3,27,16,6,4,2,28,31
Impetigo,1,24,14,4,5,3,29,33
Fungal infection,3,22,16,5,4,1,28,12
Allergy,1,20,9,6,6,2,30,34
GERD,3,21,17,5,5,3,29,33
Chronic cholestasis,2,25,12,6,4,2,28,24
Drug Reaction,3,22,8,5,5,3,30,34
Peptic ulcer diseae,2,19,14,6,4,2,29,33
AIDS,3,27,16,4,5,1,30,31
Diabetes ,1,20,14,6,4,2,29,30
Gastroenteritis,2,23,7,5,6,1,30,29
Bronchial Asthma,1,20,12,6,5,3,29,33
Hypertension ,2,21,10,4,6,2,28,29
Migraine,1,19,7,5,4,3,30,40
Cervical spondylosis,3,25,11,6,5,1,28,31
Paralysis (brain hemorrhage),2,27,8,4,6,2,29,36
Jaundice,1,26,12,5,4,1,28,24
Malaria,3,21,15,6,6,2,29,60
Chicken pox,1,25,11,5,4,3,28,52
Dengue,3,23,15,6,6,2,29,73
Typhoid,1,26,9,4,5,3,28,33
hepatitis A,3,23,15,6,6,2,29,24
Hepatitis B,2,25,9,4,5,1,28,22
Hepatitis C,3,21,11,6,6,3,29,48
Hepatitis D,2,25,17,4,5,2,30,22
Hepatitis E,1,21,15,6,4,3,28,48
Alcoholic hepatitis,3,20,9,5,6,1,29,22
Tuberculosis,1,27,7,6,5,3,30,31
Common Cold,2,19,13,4,4,2,28,9
Pneumonia,3,24,18,5,5,1,29,28
Dimorphic hemmorhoids(piles),2,23,15,4,4,2,28,29
Heart attack,3,19,17,5,5,1,29,26
Varicose veins,1,23,18,4,6,2,28,36
Hypothyroidism,3,27,11,6,4,1,30,26
Hyperthyroidism,1,21,8,5,5,2,28,28
Hypoglycemia,3,20,12,6,6,1,29,33
Osteoarthristis,2,22,13,5,5,3,30,31
Arthritis,1,26,17,4,6,1,28,20
(vertigo) Paroymsal  Positional Vertigo,2,21,11,5,5,2,30,34
Acne,3,24,18,6,4,3,28,22
Urinary tract infection,1,22,14,5,6,1,30,28
Psoriasis,3,23,18,6,4,2,29,29
Impetigo,1,24,9,4,6,1,30,28
Fungal infection,2,27,12,5,4,3,28,13
Allergy,1,26,18,6,5,2,30,28
GERD,2,19,17,4,4,1,29,34
Chronic cholestasis,3,22,8,6,6,2,28,22
Drug Reaction,1,24,14,4,4,3,30,34
Peptic ulcer diseae,2,21,17,6,5,2,29,22
AIDS,1,27,12,4,6,1,28,40
Diabetes ,2,25,7,6,4,3,29,31
Gastroenteritis,1,20,10,5,5,2,30,26
Bronchial Asthma,3,22,12,4,6,1,28,28
Hypertension ,2,25,11,6,4,3,30,30
Migraine,1,26,14,5,5,1,28,34
Cervical spondylosis,2,27,13,4,6,2,30,28
Paralysis (brain hemorrhage),3,22,17,6,5,3,28,24
Jaundice,2,20,9,5,6,2,30,36
Malaria,3,24,15,4,4,1,29,66
Chicken pox,1,22,9,5,5,2,28,36
Dengue,3,23,10,6,6,1,29,66
Typhoid,1,19,17,5,5,3,28,34
hepatitis A,2,20,18,4,6,1,30,29
Hepatitis B,1,22,14,6,4,3,28,34
Hepatitis C,2,25,17,4,5,2,29,36
Hepatitis D,3,22,11,6,6,1,30,22
Hepatitis E,1,21,9,5,5,3,29,31
Alcoholic hepatitis,2,23,15,4,4,2,30,22
Tuberculosis,1,22,8,6,5,1,28,36
Common Cold,2,25,9,5,6,3,29,5
Pneumonia,3,20,7,4,4,1,30,26
Dimorphic hemmorhoids(piles),1,22,11,6,5,2,28,30
Heart attack,3,21,8,5,6,3,29,26
Varicose veins,2,19,9,6,5,1,28,28
Hypothyroidism,3,21,17,4,6,3,29,24
Hyperthyroidism,2,27,13,5,5,2,28,52
Hypoglycemia,3,21,18,6,6,3,30,24
Osteoarthristis,1,23,17,5,4,2,28,48
Arthritis,3,27,14,6,5,1,30,24
(vertigo) Paroymsal  Positional Vertigo,1,20,7,5,6,3,29,48
Acne,2,25,10,4,4,1,28,20
Urinary tract infection,3,23,15,5,5,3,29,43
Psoriasis,1,24,16,4,6,2,30,20
Impetigo,2,19,9,6,4,3,28,34
Fungal infection,1,25,17,5,6,2,30,10
Allergy,3,24,18,4,5,1,29,52
GERD,1,23,12,5,4,2,28,22
Chronic cholestasis,2,24,15,6,5,1,29,36
Drug Reaction,1,19,7,5,6,2,30,22
Peptic ulcer diseae,2,22,14,6,4,1,28,34
AIDS,3,27,17,4,6,2,29,28
Diabetes ,2,19,10,5,4,1,28,26
Gastroenteritis,3,21,13,4,6,3,29,28
Bronchial Asthma,2,23,10,5,4,2,28,24
Hypertension ,3,25,12,6,5,1,29,22
Migraine,1,26,8,4,4,2,30,36
Cervical spondylosis,3,19,10,5,5,1,29,34
Paralysis (brain hemorrhage),2,25,15,6,4,3,30,33
Jaundice,3,22,11,4,5,2,29,22
Malaria,1,26,15,6,4,1,28,95
Chicken pox,3,24,7,4,6,3,29,24
Dengue,1,23,16,6,4,1,28,92
Typhoid,3,20,13,4,6,3,30,26
hepatitis A,1,19,7,6,5,2,29,28
Hepatitis B,3,27,12,5,4,1,28,31
Hepatitis C,2,22,15,6,6,3,29,26
Hepatitis D,1,23,8,5,5,1,28,24
Hepatitis E,2,24,16,6,4,3,30,36
Alcoholic hepatitis,3,25,13,4,5,1,29,22
Tuberculosis,1,22,17,5,6,2,30,36
Common Cold,3,20,10,6,5,1,29,6
Pneumonia,1,24,9,5,6,2,28,29
Dimorphic hemmorhoids(piles),3,22,15,6,4,1,30,22
Heart attack,1,20,12,4,5,2,28,34
Varicose veins,3,21,15,6,4,3,30,30
Hypothyroidism,1,26,7,4,5,2,28,29
Hyperthyroidism,3,27,16,5,6,1,30,28
Hypoglycemia,1,26,15,4,4,2,29,22
Osteoarthristis,2,21,12,6,5,3,28,37
Arthritis,3,20,11,4,4,1,29,22
(vertigo) Paroymsal  Positional Vertigo,2,23,10,6,6,3,30,24
Acne,1,22,18,5,5,1,29,33
Urinary tract infection,3,21,8,4,6,3,28,28
Psoriasis,1,25,16,6,5,2,29,29
Impetigo,2,26,14,5,6,1,30,43
Fungal infection,1,27,17,4,5,2,29,13
Allergy,3,20,10,6,4,1,28,24
GERD,1,23,7,4,5,3,30,31
Chronic cholestasis,2,24,9,6,4,2,28,24
Drug Reaction,3,19,15,5,5,1,30,40
Peptic ulcer diseae,2,22,16,4,4,2,28,22
AIDS,3,23,10,5,5,3,30,52
Diabetes ,2,27,8,6,4,2,28,24
Gastroenteritis,3,23,15,5,6,3,30,37
Bronchial Asthma,2,25,8,4,5,2,28,26
Hypertension ,1,20,12,6,4,3,30,28
Migraine,2,22,10,4,6,2,28,26
Cervical spondylosis,1,26,12,6,5,1,30,24
Paralysis (brain hemorrhage),2,22,8,4,6,3,28,36
Jaundice,3,25,18,5,5,1,29,26
Malaria,1,26,14,6,6,2,30,60
Chicken pox,3,19,18,4,4,1,28,22
Dengue,1,21,16,5,5,2,29,78
Typhoid,2,27,8,6,4,1,30,33
hepatitis A,3,24,17,4,5,2,29,28
Hepatitis B,1,27,18,5,6,1,30,26
Hepatitis C,2,24,15,4,5,2,29,24
Hepatitis D,3,22,9,5,4,1,30,28
Hepatitis E,2,26,10,4,6,2,28,40
Alcoholic hepatitis,3,19,18,6,5,1,30,28
Tuberculosis,1,25,9,4,4,2,28,28
Common Cold,2,20,17,6,5,3,29,6
Pneumonia,3,24,16,4,6,2,30,33
Dimorphic hemmorhoids(piles),1,25,7,5,4,3,29,24
Heart attack,3,23,10,6,6,1,28,34
Varicose veins,2,27,8,5,4,3,30,36
Hypothyroidism,1,23,10,6,5,1,29,34
Hyperthyroidism,2,22,17,5,4,3,28,36
Hypoglycemia,3,21,16,6,6,2,30,29
Osteoarthristis,1,23,7,4,4,1,28,26
Arthritis,2,27,15,6,5,3,30,36
(vertigo) Paroymsal  Positional Vertigo,1,23,8,5,4,1,28,34
Acne,2,22,15,4,5,3,29,36
Urinary tract infection,1,27,10,5,4,2,28,29
Psoriasis,3,20,14,4,6,1,29,30
Impetigo,2,26,16,5,5,3,28,41
Fungal infection,3,22,10,6,6,1,30,12
Allergy,2,27,9,5,4,3,28,52
GERD,3,25,7,4,5,2,30,26
Chronic cholestasis,1,24,14,6,4,1,29,52
Drug Reaction,2,22,18,4,6,3,30,24
Peptic ulcer diseae,1,21,14,5,4,2,29,43
AIDS,2,27,9,4,6,3,30,29
Diabetes ,3,23,16,5,5,2,29,34
Gastroenteritis,2,19,18,4,6,1,30,28
Bronchial Asthma,3,26,15,5,4,2,28,34
Hypertension ,1,20,11,6,6,3,30,33
Migraine,3,19,7,4,4,2,29,31
Cervical spondylosis,1,20,18,5,5,1,28,36
Paralysis (brain hemorrhage),3,24,15,4,4,3,29,26
Jaundice,1,27,9,5,5,1,30,40
Malaria,3,21,12,6,4,3,29,50
Chicken pox,1,27,14,5,5,2,28,33
Dengue,3,22,8,4,4,1,30,55
Typhoid,1,23,12,5,5,2,28,40
hepatitis A,2,20,8,6,4,1,30,26
Hepatitis B,3,27,13,4,5,3,29,29
Hepatitis C,1,25,10,6,6,1,30,43
Hepatitis D,2,23,13,5,4,3,28,22
Hepatitis E,3,21,7,6,6,1,29,34
Alcoholic hepatitis,2,24,17,5,4,3,30,30
Tuberculosis,3,22,12,4,6,1,29,24
Common Cold,1,27,14,6,4,3,30,6
Pneumonia,2,26,17,5,5,1,29,40
Dimorphic hemmorhoids(piles),1,20,16,4,4,2,30,29
Heart attack,3,24,13,5,6,3,29,48
Varicose veins,2,23,14,4,4,1,28,20
Hypothyroidism,3,21,8,6,5,2,30,44
Hyperthyroidism,2,19,7,5,6,1,28,20
Hypoglycemia,3,27,13,6,4,3,30,29
Osteoarthristis,1,26,15,5,5,2,28,24
Arthritis,2,20,11,4,4,3,30,29
(vertigo) Paroymsal  Positional Vertigo,1,26,10,5,5,2,28,22
Acne,2,19,14,6,4,1,29,29
Urinary tract infection,1,23,8,5,5,2,28,22
Psoriasis,2,21,13,6,4,1,29,30
Impetigo,1,26,9,4,6,3,28,28
Fungal infection,3,23,13,5,5,2,29,13
Allergy,2,26,16,4,6,1,28,31
GERD,3,23,15,6,4,2,30,33
Chronic cholestasis,2,24,12,5,5,3,29,28
Drug Reaction,1,22,10,4,6,1,30,24
Peptic ulcer diseae,2,21,15,5,5,2,29,48
AIDS,3,26,7,4,4,3,30,29
Diabetes ,1,19,9,5,6,2,28,36
Gastroenteritis,3,25,14,4,5,3,29,24
Bronchial Asthma,1,22,10,5,4,1,30,26
Hypertension ,2,24,11,4,5,2,29,24
Migraine,1,20,13,5,4,1,28,44
Cervical spondylosis,3,24,10,4,6,3,30,20
Paralysis (brain hemorrhage),2,25,16,5,4,2,29,36
Jaundice,1,19,14,4,6,3,30,26
Malaria,3,27,10,5,5,1,28,87
Chicken pox,1,20,18,6,4,2,29,36
Dengue,3,24,12,4,5,1,30,79
Typhoid,2,25,14,6,4,3,28,40
hepatitis A,1,24,17,5,6,1,29,24
Hepatitis B,3,22,8,4,5,3,28,36
Hepatitis C,2,27,16,6,6,2,30,22
Hepatitis D,3,19,14,5,4,1,28,36
Hepatitis E,1,27,12,6,6,2,29,37
Alcoholic hepatitis,3,24,11,4,4,1,30,28
Tuberculosis,2,25,8,6,6,2,29,37
Common Cold,1,26,10,5,4,1,30,7
Pneumonia,3,21,16,4,5,2,28,26
Dimorphic hemmorhoids(piles),1,27,9,6,4,3,29,24
Heart attack,3,20,10,5,6,2,28,28
